,Unnamed: 0,User,Project,Task_cat,Task_Description,Start date,Start time,End date,End time,Duration
3496,3496,UI24,TeachZip,Design,Working with XXX on designs adjustments of the entire marketing site based on the XXX's feedback list,2018-03-21,23:17:14,2018-03-22,01:20:14,02:03:00
3497,3497,UI38,Credious,Development,Feature Design - XXX experince flow implementation,2018-03-21,23:17:26,2018-03-21,23:51:33,00:34:07
3498,3498,UI26,Credious,Development,Fetch Credit Score and Debt to income ratio from TU,2018-03-22,00:03:41,2018-03-22,01:22:39,01:18:58
3499,3499,UI32,AgeSolvency,Development,Code review - new blog release,2018-03-22,07:26:05,2018-03-22,07:45:36,00:19:31
3500,3500,UI32,AgeSolvency,Development,Sidebar sections should be pulling from core code,2018-03-22,07:45:38,2018-03-22,11:47:42,04:02:04
3501,3501,UI29,Credious,QA,"Continue to Identify the various flows (Section, Element) which need to be automated in the various backend services",2018-03-22,07:50:00,2018-03-22,12:50:00,05:00:00
3502,3502,UI15,TeachZip,Development,Team meeting: Standup meeting,2018-03-22,08:45:00,2018-03-22,08:55:00,00:10:00
3503,3503,UI15,TeachZip,Development,Team meeting: Standup meeting,2018-03-22,09:24:00,2018-03-22,09:35:00,00:11:00
3504,3504,UI14,Credious,Development,Fixing bugs on production Release 3/22,2018-03-22,09:43:26,2018-03-22,15:27:43,05:44:17
3505,3505,UI45,Credious,DevOps,Weekly standup,2018-03-22,09:58:31,2018-03-22,10:40:36,00:42:05
3506,3506,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-22,10:12:00,2018-03-22,12:54:00,02:42:00
3507,3507,UI38,Credious,Development,Code Review - Template 10,2018-03-22,11:42:29,2018-03-22,12:02:29,00:20:00
3508,3508,UI32,AgeSolvency,Development,Deploying new release to staging,2018-03-22,11:48:09,2018-03-22,12:47:22,00:59:13
3509,3509,UI38,Credious,Development,Calculation Engine should return programs based on max amount,2018-03-22,12:39:44,2018-03-22,12:53:16,00:13:32
3510,3510,UI32,AgeSolvency,Development,Add full drag and drop functionality for static sections in the template editor,2018-03-22,12:47:43,2018-03-22,16:07:48,03:20:05
3511,3511,UI38,Credious,Development,Tu go live on production,2018-03-22,13:09:44,2018-03-22,13:31:29,00:21:45
3512,3512,UI36,Credious,DevOps,setting up TU and datadog in production server,2018-03-22,13:21:14,2018-03-22,13:31:14,00:10:00
3513,3513,UI21,Finizon,Development,Accounts table logic,2018-03-22,13:25:20,2018-03-22,20:25:20,07:00:00
3514,3514,UI30,TeachZip,Development,Daily sync,2018-03-22,14:00:06,2018-03-22,14:21:48,00:21:42
3515,3515,UI36,Credious,DevOps,setting up TU and datadog in production server,2018-03-22,14:06:55,2018-03-22,14:28:55,00:22:00
3516,3516,UI38,Credious,Development,Tu go live on production,2018-03-22,14:06:57,2018-03-22,14:29:00,00:22:03
3517,3517,UI28,Credious,QA,"""Debt Savings"" does not remain implemented when returning to editor view",2018-03-22,14:21:00,2018-03-22,14:46:00,00:25:00
3518,3518,UI30,TeachZip,Development,New FAFSA management,2018-03-22,14:21:48,2018-03-22,15:16:11,00:54:23
3519,3519,UI36,Credious,DevOps,Weekly standup and staging deployment with XXX and XXX,2018-03-22,14:29:10,2018-03-22,15:10:37,00:41:27
3520,3520,UI28,Credious,QA,Sidebar sections should be pulling from core code,2018-03-22,14:47:00,2018-03-22,15:34:00,00:47:00
3521,3521,UI29,Credious,QA,"Continue to Identify the various flows (Section, Element) which need to be automated in the various backend services",2018-03-22,15:00:00,2018-03-22,18:00:00,03:00:00
3522,3522,UI38,Credious,Development,Deployment and QA processes,2018-03-22,15:00:52,2018-03-22,16:33:52,01:33:00
3523,3523,UI30,TeachZip,Development,New site management,2018-03-22,15:16:11,2018-03-22,15:44:38,00:28:27
3524,3524,UI36,Credious,DevOps,deployment to production and checking crm logs with XXX,2018-03-22,15:22:38,2018-03-22,16:35:15,01:12:37
3525,3525,UI28,Finizon,QA,"Remove ""para espanol"" text from showing up automatically in funnel template",2018-03-22,15:34:00,2018-03-22,15:39:00,00:05:00
3526,3526,UI26,Credious,Development,setting up docker,2018-03-22,15:34:44,2018-03-22,17:15:55,01:41:11
3527,3527,UI28,Finizon,QA,Set new default text for last step in marketing funnel,2018-03-22,15:39:00,2018-03-22,15:44:00,00:05:00
3528,3528,UI30,TeachZip,Development,New FAFSA management,2018-03-22,15:44:38,2018-03-22,15:54:22,00:09:44
3529,3529,UI28,Credious,QA,"Settings > Rename ""Publicity"" to ""Publish""",2018-03-22,15:45:00,2018-03-22,15:47:00,00:02:00
3530,3530,UI28,Credious,QA,Regression Testing - 3/22 Release (Thursday),2018-03-22,15:50:00,2018-03-22,17:45:00,01:55:00
3531,3531,UI32,AgeSolvency,Development,Weekly Triage & Sprint Planning with XXX and XXX,2018-03-22,16:07:49,2018-03-22,16:36:56,00:29:07
3532,3532,UI31,Credious,DevOps,Incorporate ElasticSearch in Staging,2018-03-22,16:08:00,2018-03-22,16:58:00,00:50:00
3533,3533,UI30,TeachZip,Development,New FAFSA management,2018-03-22,16:23:40,2018-03-22,18:11:48,01:48:08
3534,3534,UI38,Credious,Development,Write Release notes for 22/03/2018 release,2018-03-22,16:34:44,2018-03-22,16:49:16,00:14:32
3535,3535,UI32,AgeSolvency,Development,deploying new features to production,2018-03-22,16:37:03,2018-03-22,18:02:00,01:24:57
3536,3536,UI38,Credious,Development,Discussion with XXX reagrding login with SF and discussion with x regarding credit score,2018-03-22,17:10:57,2018-03-22,17:27:23,00:16:26
3537,3537,UI32,AgeSolvency,Development,Add full drag and drop functionality for static sections in the template editor,2018-03-22,18:02:02,2018-03-22,19:13:01,01:10:59
3538,3538,UI28,Credious,QA,Regression Testing - 3/22 Release (Thursday),2018-03-22,18:05:00,2018-03-22,18:53:00,00:48:00
3539,3539,UI18,TeachZip,Development,404 Page,2018-03-22,18:08:56,2018-03-22,20:07:35,01:58:39
3540,3540,UI38,Credious,Development,Discussion with XXX and XXX reagrding authXXXzation on SF,2018-03-22,18:24:43,2018-03-22,18:34:24,00:09:41
3541,3541,UI24,TeachZip,Design,"Working on finish and upload on Zeplin the FASFA main questionnaire design with the new look and feel implementation, additionally I'm working on some date picker adjustments based on the XXX's last feedback",2018-03-22,18:45:13,2018-03-23,00:10:13,05:25:00
3542,3542,UI38,Credious,Development,Authentication with SF on XXX,2018-03-22,19:06:50,2018-03-22,19:47:20,00:40:30
3543,3543,UI28,Credious,QA,QA Daily Status Meeting,2018-03-22,19:31:00,2018-03-22,20:13:00,00:42:00
3544,3544,UI32,AgeSolvency,Development,Clear Facebook Sharer cache,2018-03-22,19:42:57,2018-03-22,20:15:25,00:32:28
3545,3545,UI47,TeachZip,Development,fafsa submitter,2018-03-22,20:05:01,2018-03-22,22:34:34,02:29:33
3546,3546,UI21,Finizon,Development,Accounts table logic,2018-03-22,20:27:44,2018-03-22,21:45:44,01:18:00
3547,3547,UI14,Credious,Development,Leadership > Update Shane Ross' bio on XXXFinance.com (XXX),2018-03-22,20:28:40,2018-03-22,20:50:36,00:21:56
3548,3548,UI32,AgeSolvency,Development,Clear Facebook Sharer cache,2018-03-22,21:15:40,2018-03-22,21:21:40,00:06:00
3549,3549,UI10,TeachZip,Development,External Integrations GXXXty Forms +  OptinMonster,2018-03-22,21:23:00,2018-03-22,23:24:19,02:01:19
3550,3550,UI27,AgeSolvency,Development,"working on ""CSS/HTML for XXX frontend""",2018-03-22,21:27:00,2018-03-22,23:03:48,01:36:48
3551,3551,UI14,Credious,Development,"""Back"" button text in funnel needs to be editable by the user (CMS)",2018-03-22,21:27:46,2018-03-22,22:31:00,01:03:14
3552,3552,UI14,Credious,Development,CSS/HTML for XXX frontend,2018-03-22,22:37:43,2018-03-22,23:03:15,00:25:32
3553,3553,UI13,Credious,Development,Tu consent for data pull must be saved in SF,2018-03-22,22:50:04,2018-03-23,03:04:37,04:14:33
3554,3554,UI38,Credious,Development,Task discussion with XXX reagrding TU consent and SF authXXXzation,2018-03-22,22:51:19,2018-03-22,23:14:46,00:23:27
3555,3555,UI34,FreshMarkt,Development,[BDA-20] Items are being added and read multiple times for the same invoice,2018-03-23,00:27:14,2018-03-23,00:56:41,00:29:27
3556,3556,UI24,TeachZip,Design,"Working with XXX on designs adjustments of the entire marketing site based on the XXX's feedback list, and making a graphic QA to the whole site",2018-03-23,04:37:04,2018-03-23,08:18:35,03:41:31
3557,3557,UI15,TeachZip,Development,"Backend: Setup test suit, student module tests and student module refactor",2018-03-23,06:15:00,2018-03-23,10:35:00,04:20:00
3558,3558,UI29,Credious,QA,"Continue to Identify the various flows (create, offer) which need to be automated in the various backend services",2018-03-23,08:00:53,2018-03-23,10:00:53,02:00:00
3559,3559,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-23,08:19:48,2018-03-23,10:30:40,02:10:52
3560,3560,UI14,Credious,Development,CSS/HTML for XXX frontend,2018-03-23,08:52:58,2018-03-23,09:50:44,00:57:46
3561,3561,UI15,TeachZip,Development,Backend: Application module tests and application module refactor,2018-03-23,11:00:00,2018-03-23,12:00:00,01:00:00
3562,3562,UI29,Credious,QA,"Continue to Identify the various flows (create, offer) which need to be automated in the various backend services",2018-03-23,11:40:53,2018-03-23,14:20:53,02:40:00
3563,3563,UI14,Credious,Development,Training: Pardot TutXXXal,2018-03-23,12:00:06,2018-03-23,13:00:06,01:00:00
3564,3564,UI32,AgeSolvency,Development,Add full drag and drop functionality for static sections in the template editor,2018-03-23,13:00:23,2018-03-23,13:10:39,00:10:16
3565,3565,UI32,AgeSolvency,Development,Checking XXX stability and integrity,2018-03-23,13:10:56,2018-03-23,14:13:10,01:02:14
3566,3566,UI21,Finizon,Development,Accounts table logic,2018-03-23,13:30:13,2018-03-23,18:50:45,05:20:32
3567,3567,UI45,Finizon,DevOps,Datadog - set up monitors,2018-03-23,13:34:56,2018-03-23,14:11:51,00:36:55
3568,3568,UI15,TeachZip,Development,Backend: Application module tests and application module refactor,2018-03-23,14:00:00,2018-03-23,17:05:00,03:05:00
3569,3569,UI32,AgeSolvency,Development,Create query param for referral code popup,2018-03-23,14:13:21,2018-03-23,15:28:58,01:15:37
3570,3570,UI45,Finizon,DevOps,Datadog - set up monitors,2018-03-23,14:27:19,2018-03-23,14:48:45,00:21:26
3571,3571,UI45,Finizon,DevOps,Datadog - set up monitors,2018-03-23,14:49:43,2018-03-23,15:07:51,00:18:08
3572,3572,UI30,TeachZip,Development,Daily sync,2018-03-23,15:08:56,2018-03-23,15:41:57,00:33:01
3573,3573,UI26,Credious,Development,Fetch Credit Score and Debt to income ratio from TU,2018-03-23,15:20:02,2018-03-23,16:54:55,01:34:53
3574,3574,UI45,Credious,DevOps,New Relic - Synthetics,2018-03-23,15:31:02,2018-03-23,16:52:44,01:21:42
3575,3575,UI32,AgeSolvency,Development,"""could not fetch landing pages"" on dashboard when a LP doesn't have settings (uncommon)",2018-03-23,15:56:52,2018-03-23,16:24:50,00:27:58
3576,3576,UI36,Credious,DevOps,GDS server down debugging,2018-03-23,16:05:24,2018-03-23,17:00:16,00:54:52
3577,3577,UI45,Finizon,Development,Ranking table,2018-03-23,16:53:01,2018-03-23,17:37:20,00:44:19
3578,3578,UI32,AgeSolvency,Development,Create query param for referral code popup,2018-03-23,17:16:08,2018-03-23,18:51:52,01:35:44
3579,3579,UI29,Credious,QA,"Continue to Identify the various flows (create, offer) which need to be automated in the various backend services",2018-03-23,17:20:53,2018-03-23,20:40:53,03:20:00
3580,3580,UI38,Credious,Development,"Discussion with XXX,x and checking the prod issue with savings calculator",2018-03-23,17:22:28,2018-03-23,18:54:28,01:32:00
3581,3581,UI14,Credious,Development,CSS/HTML for XXX frontend,2018-03-23,17:24:52,2018-03-23,18:39:36,01:14:44
3582,3582,UI32,AgeSolvency,Development,code review - block component,2018-03-23,18:54:28,2018-03-23,19:13:20,00:18:52
3583,3583,UI14,Credious,Development,"""Back"" button text in funnel needs to be editable by the user (CMS)",2018-03-23,18:56:54,2018-03-23,20:09:19,01:12:25
3584,3584,UI38,Credious,Development,Verifying the issues and limits with the savings calculator,2018-03-23,19:10:30,2018-03-23,20:17:21,01:06:51
3585,3585,UI32,Credious,Development,XXX experience - initializing repo,2018-03-23,19:13:37,2018-03-23,19:54:58,00:41:21
3586,3586,UI24,Credious,Design,Working on start to work on the Enrollment Summary Email design based on the monday requirement.,2018-03-23,19:14:08,2018-03-23,23:06:52,03:52:44
3587,3587,UI36,Credious,DevOps,GDS discussion with XXX,2018-03-23,19:19:51,2018-03-23,19:37:54,00:18:03
3588,3588,UI28,Credious,QA,QA Daily Status Meeting,2018-03-23,19:30:00,2018-03-23,19:48:00,00:18:00
3589,3589,UI45,Finizon,DevOps,Datadog - set up monitors,2018-03-23,20:30:28,2018-03-23,23:01:53,02:31:25
3590,3590,UI45,Finizon,DevOps,Setup Datadog,2018-03-23,20:41:38,2018-03-23,20:55:25,00:13:47
3591,3591,UI38,Credious,Development,Verifying the issues and limits with the savings calculator,2018-03-23,20:43:45,2018-03-23,21:11:25,00:27:40
3592,3592,UI10,TeachZip,Development,External Integrations GXXXty Forms +  OptinMonster,2018-03-23,21:14:38,2018-03-23,23:58:38,02:44:00
3593,3593,UI38,Credious,Development,Verifying the issues and limits with the savings calculator,2018-03-23,21:47:52,2018-03-23,22:07:18,00:19:26
3594,3594,UI14,Credious,Development,"""Back"" button text in funnel needs to be editable by the user (CMS)",2018-03-23,22:51:31,2018-03-24,00:23:39,01:32:08
3595,3595,UI38,Credious,Development,Build flow/design for XXX Experience tasks,2018-03-23,23:16:51,2018-03-23,23:50:57,00:34:06
3596,3596,UI15,TeachZip,Development,Backend: Student model tests WIP,2018-03-24,06:00:00,2018-03-24,09:35:00,03:35:00
3597,3597,UI14,Credious,Development,Review docker,2018-03-24,08:02:39,2018-03-24,09:13:39,01:11:00
3598,3598,UI10,TeachZip,Development,External Integrations GXXXty Forms +  OptinMonster + Register,2018-03-24,08:20:00,2018-03-24,12:20:00,04:00:00
3599,3599,UI24,TeachZip,Design,Working with the front end team on test all the staging version and verifying that all the designs are according to the design approved by the marketing team,2018-03-24,09:02:13,2018-03-24,14:35:13,05:33:00
3600,3600,UI13,Credious,Development,Implement authentication using SF on XXX Experience,2018-03-24,09:27:33,2018-03-24,12:55:47,03:28:14
3601,3601,UI38,Revenify,Development,Check the issue with Landing Pages in production and savings calculator limit discussion with XXX,2018-03-24,10:20:35,2018-03-24,11:25:10,01:04:35
3602,3602,UI39,TeachZip,Development,External Integrations OptinMonster,2018-03-24,11:08:00,2018-03-24,13:15:00,02:07:00
3603,3603,UI45,Finizon,DevOps,Datadog - set up monitors,2018-03-24,11:38:46,2018-03-24,12:05:19,00:26:33
3604,3604,UI45,IntellHive,Development,Improve iCount invoice,2018-03-24,12:19:20,2018-03-24,13:14:56,00:55:36
3605,3605,UI14,Credious,Development,Review docker,2018-03-24,12:47:29,2018-03-24,13:20:24,00:32:55
3606,3606,UI18,TeachZip,Development,[QA Issues] - XXXusel buttons go over header,2018-03-24,13:15:33,2018-03-24,13:28:53,00:13:20
3607,3607,UI18,TeachZip,Development,[QA Issue] - phone number in footer gets wrapped in mobile,2018-03-24,13:33:57,2018-03-24,14:17:38,00:43:41
3608,3608,UI32,AgeSolvency,Development,Research - monitXXXng tool,2018-03-24,13:37:25,2018-03-24,15:03:12,01:25:47
3609,3609,UI15,TeachZip,Development,Backend: Application model tests WIP,2018-03-24,14:00:00,2018-03-24,18:15:00,04:15:00
3610,3610,UI39,TeachZip,Development,External Integrations OptinMonster,2018-03-24,14:08:00,2018-03-24,17:14:00,03:06:00
3611,3611,UI10,TeachZip,Development,External Integrations GXXXty Forms +  OptinMonster + Register,2018-03-24,14:22:00,2018-03-25,01:22:00,11:00:00
3612,3612,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-24,14:49:44,2018-03-24,15:32:44,00:43:00
3613,3613,UI18,TeachZip,Development,[QA Issue] - media links should open in new tab,2018-03-24,14:55:32,2018-03-24,15:28:47,00:33:15
3614,3614,UI32,AgeSolvency,Development,Create query param for referral code popup,2018-03-24,15:02:53,2018-03-24,15:42:59,00:40:06
3615,3615,UI24,TeachZip,Design,Working on FAFSA main questionnaire adjustment: date picker and the initial registration form based on the last XXX's feedback.,2018-03-24,15:20:28,2018-03-24,17:14:28,01:54:00
3616,3616,UI32,AgeSolvency,Development,code review - block component,2018-03-24,15:43:00,2018-03-24,16:31:40,00:48:40
3617,3617,UI36,IntellHive,Development,discussion with x on tasks,2018-03-24,16:57:00,2018-03-24,17:45:03,00:48:03
3618,3618,UI39,TeachZip,Development,External Integrations GXXXty Forms,2018-03-24,17:17:00,2018-03-24,22:02:00,04:45:00
3619,3619,UI47,TeachZip,Development,fafsa submitter,2018-03-24,17:28:34,2018-03-24,18:47:32,01:18:58
3620,3620,UI36,Credious,DevOps,creating permissions in prod IAM for deployment,2018-03-24,17:51:10,2018-03-24,18:09:10,00:18:00
3621,3621,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-24,18:35:00,2018-03-24,22:18:00,03:43:00
3622,3622,UI38,Credious,Development,Discussion with XXX regarding authXXXzation with SF for XXX,2018-03-24,20:38:43,2018-03-24,20:58:43,00:20:00
3623,3623,UI30,TeachZip,Development,Daily sync,2018-03-24,21:41:14,2018-03-24,21:51:36,00:10:22
3624,3624,UI27,AgeSolvency,Development,"working on ""apply to all elements""",2018-03-24,21:50:20,2018-03-25,02:14:21,04:24:01
3625,3625,UI30,TeachZip,Development,New FAFSA management,2018-03-24,21:51:36,2018-03-24,21:53:51,00:02:15
3626,3626,UI13,Credious,Development,Researching oauth inside XXX,2018-03-24,21:58:11,2018-03-25,01:10:43,03:12:32
3627,3627,UI14,Credious,Development,"""Back"" button text in funnel needs to be editable by the user (CMS)",2018-03-24,23:03:35,2018-03-24,23:16:46,00:13:11
3628,3628,UI32,AgeSolvency,Development,Deploying new features to staging for QA,2018-03-24,23:32:00,2018-03-25,00:58:42,01:26:42
3629,3629,UI27,AgeSolvency,Development,"working on ""Unable to add icon to dropdown fields""",2018-03-25,02:14:21,2018-03-25,02:58:00,00:43:39
3630,3630,UI15,TeachZip,Development,Backend: Finish student model tests and add missing student module tests,2018-03-25,06:35:00,2018-03-25,10:15:00,03:40:00
3631,3631,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-25,08:11:00,2018-03-25,09:10:43,00:59:43
3632,3632,UI38,Credious,Development,Discussion with XXX regarding authXXXzation with SF for XXX,2018-03-25,10:03:29,2018-03-25,10:30:32,00:27:03
3633,3633,UI15,TeachZip,Development,Team meeting: Standup meeting,2018-03-25,10:27:00,2018-03-25,10:51:00,00:24:00
3634,3634,UI21,Finizon,Development,Accounts table logic,2018-03-25,11:15:00,2018-03-25,15:30:00,04:15:00
3635,3635,UI32,AgeSolvency,Development,code review - block component,2018-03-25,11:33:00,2018-03-25,12:07:54,00:34:54
3636,3636,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-25,12:10:04,2018-03-25,15:21:04,03:11:00
3637,3637,UI27,AgeSolvency,Development,front-end meeting,2018-03-25,12:27:49,2018-03-25,13:07:56,00:40:07
3638,3638,UI18,TeachZip,Development,[QA Issue] - Update field names in registration form,2018-03-25,12:29:14,2018-03-25,13:13:13,00:43:59
3639,3639,UI45,IntellHive,Development,Improve iCount invoice,2018-03-25,12:32:00,2018-03-25,13:14:00,00:42:00
3640,3640,UI30,TeachZip,Development,New FAFSA management,2018-03-25,12:39:41,2018-03-25,12:55:06,00:15:25
3641,3641,UI14,Credious,Development,XXX Frontend Meeting,2018-03-25,12:44:00,2018-03-25,13:02:00,00:18:00
3642,3642,UI27,AgeSolvency,Development,"working on ""apply to all elements""",2018-03-25,13:07:59,2018-03-25,15:07:51,01:59:52
3643,3643,UI13,Credious,Development,Researching oauth inside SF and reviewing fetching credit score from TU,2018-03-25,13:25:00,2018-03-25,16:51:41,03:26:41
3644,3644,UI32,AgeSolvency,Development,Code review - Elements - apply to all - without images,2018-03-25,13:52:58,2018-03-25,15:28:12,01:35:14
3645,3645,UI30,TeachZip,Development,New FAFSA management,2018-03-25,14:23:34,2018-03-25,14:53:36,00:30:02
3646,3646,UI45,TeachZip,DevOps,New machine with the Submitter's spec,2018-03-25,14:26:48,2018-03-25,16:18:47,01:51:59
3647,3647,UI26,Credious,Development,Fix all the failing spec,2018-03-25,14:34:27,2018-03-25,15:23:16,00:48:49
3648,3648,UI28,Credious,QA,Create query param for referral code popup,2018-03-25,14:37:13,2018-03-25,15:42:13,01:05:00
3649,3649,UI30,TeachZip,Development,Secxty planning,2018-03-25,14:53:38,2018-03-25,15:05:53,00:12:15
3650,3650,UI30,TeachZip,Development,New site management,2018-03-25,15:05:53,2018-03-25,15:55:59,00:50:06
3651,3651,UI27,AgeSolvency,Development,"working on ""If only 3 of the 4 images are used, the 3 present images should be center-aligned""",2018-03-25,15:07:53,2018-03-25,16:10:01,01:02:08
3652,3652,UI32,AgeSolvency,Development,Deploying new features to staging for QA,2018-03-25,15:28:13,2018-03-25,15:35:00,00:06:47
3653,3653,UI14,Credious,Development,"""Back"" button text in funnel needs to be editable by the user (CMS)",2018-03-25,15:35:55,2018-03-25,16:06:04,00:30:09
3654,3654,UI26,Credious,Development,Fix all the failing spec,2018-03-25,15:39:17,2018-03-25,16:07:40,00:28:23
3655,3655,UI28,Revenify,QA,"""could not fetch landing pages"" on dashboard when a LP doesn't have settings (uncommon)",2018-03-25,15:45:13,2018-03-25,16:22:13,00:37:00
3656,3656,UI32,AgeSolvency,Development,Research - monitXXXng tool,2018-03-25,16:14:22,2018-03-25,17:03:22,00:49:00
3657,3657,UI28,Credious,QA,Regression Testing - 3/26 Release (Monday),2018-03-25,16:30:13,2018-03-25,18:23:13,01:53:00
3658,3658,UI21,Finizon,Development,Scorecard table logic,2018-03-25,16:35:00,2018-03-25,20:40:00,04:05:00
3659,3659,UI14,Revenify,Development,"Add new blog entry: ""The Path to Savings"" (BDS)",2018-03-25,17:26:10,2018-03-25,18:17:06,00:50:56
3660,3660,UI45,Credious,DevOps,New Relic - Synthetics,2018-03-25,17:38:56,2018-03-25,17:51:24,00:12:28
3661,3661,UI30,TeachZip,Development,Secxty planning,2018-03-25,17:40:23,2018-03-25,18:35:56,00:55:33
3662,3662,UI36,IntellHive,Development,Billing - allow bill one by one from AirTable,2018-03-25,18:15:05,2018-03-25,19:08:17,00:53:12
3663,3663,UI14,Credious,Development,Review docker,2018-03-25,18:17:14,2018-03-25,19:34:36,01:17:22
3664,3664,UI28,Credious,QA,Elements - apply to all - without images,2018-03-25,18:30:13,2018-03-25,19:46:13,01:16:00
3665,3665,UI38,Credious,Development,Sprint discussion with x,2018-03-25,18:30:36,2018-03-25,19:09:38,00:39:02
3666,3666,UI30,TeachZip,Development,New FAFSA management,2018-03-25,18:35:56,2018-03-25,18:51:49,00:15:53
3667,3667,UI45,TeachZip,DevOps,Wordpress - Jenkins job,2018-03-25,19:05:25,2018-03-25,19:53:47,00:48:22
3668,3668,UI10,TeachZip,Development,Code RefactXXXng: Block style inject in separate css file,2018-03-25,19:20:27,2018-03-25,23:20:27,04:00:00
3669,3669,UI24,Credious,Design,"Working on a new proposal of the XXX experience calls, based on XXX's new requirements",2018-03-25,19:30:01,2018-03-26,00:24:01,04:54:00
3670,3670,UI28,Credious,QA,Unable to add icon to dropdown fields,2018-03-25,19:49:13,2018-03-25,20:23:13,00:34:00
3671,3671,UI47,TeachZip,Development,fafsa submitter,2018-03-25,20:11:12,2018-03-25,22:54:13,02:43:01
3672,3672,UI38,Credious,Development,Feature Design - Sprint creation,2018-03-25,20:15:23,2018-03-25,20:38:42,00:23:19
3673,3673,UI38,Credious,Development,Code Review - Template relationship API for LP returns 500,2018-03-25,20:39:25,2018-03-25,20:46:32,00:07:07
3674,3674,UI32,AgeSolvency,Development,Weekly team meeting,2018-03-25,20:40:44,2018-03-25,21:01:06,00:20:22
3675,3675,UI38,Credious,Development,Code Review - Add validations on savings calculator around the minimum payment,2018-03-25,20:47:20,2018-03-25,20:55:36,00:08:16
3676,3676,UI28,Credious,QA,Regression Testing - 3/26 Release (Monday),2018-03-25,20:52:13,2018-03-25,22:31:13,01:39:00
3677,3677,UI32,AgeSolvency,Development,Research - mobx,2018-03-25,21:10:28,2018-03-25,22:39:39,01:29:11
3678,3678,UI26,Credious,Development,Fix all the failing spec,2018-03-25,21:25:27,2018-03-25,21:56:01,00:30:34
3679,3679,UI27,AgeSolvency,Development,"working on ""CSS/HTML for XXX frontend""",2018-03-25,22:35:05,2018-03-26,02:25:21,03:50:16
3680,3680,UI30,TeachZip,Development,New FAFSA management,2018-03-25,22:48:23,2018-03-25,23:08:48,00:20:25
3681,3681,UI13,Credious,Development,Call with XXX to discuss tasks,2018-03-25,23:19:02,2018-03-25,23:45:37,00:26:35
3682,3682,UI34,FreshMarkt,Development,BDA-15 Welcome Page - Temperature should only be recorded once ,2018-03-25,23:31:53,2018-03-25,23:49:15,00:17:22
3683,3683,UI45,Credious,DevOps,Help the Team use Dockerified FE,2018-03-25,23:39:43,2018-03-26,01:50:43,02:11:00
3684,3684,UI14,Credious,Development,CSS/HTML for XXX frontend,2018-03-26,00:36:00,2018-03-26,05:13:00,04:37:00
3685,3685,UI24,Credious,Design,Working on continue with some new adjustments of the XXX workflow,2018-03-26,04:24:34,2018-03-26,08:39:29,04:14:55
3686,3686,UI15,TeachZip,Development,Research: Test nested object shape,2018-03-26,06:00:00,2018-03-26,07:30:00,01:30:00
3687,3687,UI13,Credious,Development,Standup meeting and working on sending selected programs to XXX,2018-03-26,07:23:15,2018-03-26,12:33:22,05:10:07
3688,3688,UI15,TeachZip,Development,Research: Tests with shape matching and error message matching,2018-03-26,07:30:00,2018-03-26,08:30:00,01:00:00
3689,3689,UI15,TeachZip,Development,"Backend: Finish application model tests, refactor and extra validations",2018-03-26,08:30:00,2018-03-26,12:00:00,03:30:00
3690,3690,UI29,Credious,QA,"Continue to Identify the various flows for users (create, update, destroy, index, show , offer) which need to be automated in the various backend services",2018-03-26,09:10:00,2018-03-26,11:10:00,02:00:00
3691,3691,UI14,Revenify,Development,Deploy XXX Finance webpage to production,2018-03-26,09:13:23,2018-03-26,09:25:48,00:12:25
3692,3692,UI14,Credious,Development,"""Back"" button text in funnel needs to be editable by the user (CMS)",2018-03-26,09:47:33,2018-03-26,11:03:46,01:16:13
3693,3693,UI38,Credious,Development,Discussion with XXX reagrding savings calcualtor and SF authXXXzation,2018-03-26,09:50:10,2018-03-26,10:15:36,00:25:26
3694,3694,UI21,Finizon,Development,Scorecard table logic,2018-03-26,10:10:46,2018-03-26,14:25:46,04:15:00
3695,3695,UI14,Credious,Development,"Add ""Puerto Rico"" to 50 US states currently in template list (CMS)",2018-03-26,11:28:11,2018-03-26,11:39:08,00:10:57
3696,3696,UI26,Credious,Development,Fetch Credit Score and Debt to income ratio from TU,2018-03-26,11:43:29,2018-03-26,12:57:23,01:13:54
3697,3697,UI38,Credious,Development,Feature Design - Sprint creation,2018-03-26,11:49:31,2018-03-26,12:36:49,00:47:18
3698,3698,UI29,Credious,QA,"Continue to Identify the various flows for users (create, update, destroy, index, show , offer) which need to be automated in the various backend services",2018-03-26,11:50:00,2018-03-26,16:50:00,05:00:00
3699,3699,UI14,Credious,Development,CSS/HTML for XXX frontend,2018-03-26,12:23:16,2018-03-26,13:08:45,00:45:29
3700,3700,UI14,Credious,Development,CSS/HTML for XXX frontend,2018-03-26,13:10:14,2018-03-26,15:12:14,02:02:00
3701,3701,UI13,Credious,Development,Working on sending selected programs to XXX,2018-03-26,13:37:41,2018-03-26,16:52:47,03:15:06
3702,3702,UI45,Credious,DevOps,StXXXng AWS Keys,2018-03-26,13:55:20,2018-03-26,15:58:20,02:03:00
